Time;WT_OnShore;PV_Field
temps;WT OnShore Source MW / MWc;PV Source MW / MWc
s;MW;MW
true;true;true
3600;0.2034715525554484;0.0
7200;0.16682738669238187;0.0
10800;0.133076181292189;0.0
14400;0.1051108968177435;0.0
18000;0.06750241080038573;0.0
21600;0.05978784956605593;0.0
25200;0.0781099324975892;0.0
28800;0.10221793635486982;0.0
32400;0.14657666345226616;0.000779423226812159
36000;0.16682738669238187;0.07716289945440374
39600;0.18900675024108005;0.2151208106001559
43200;0.21504339440694312;0.3156664068589244
46800;0.22468659594985535;0.37022603273577553
50400;0.23240115718418514;0.37334372564302415
54000;0.24011571841851495;0.3250194855806703
57600;0.22082931533269046;0.2166796570537802
61200;0.22179363548698167;0.08106001558846454
64800;0.2507232401157184;0.001558846453624318
68400;0.20540019286403086;0.000779423226812159
72000;0.1755062680810029;0.0
75600;0.16200578592092574;0.0
79200;0.15814850530376084;0.0
82800;0.19768563162970107;0.0
86400;0.23336547733847637;0.0
90000;0.16682738669238187;0.0
93600;0.1359691417550627;0.0
97200;0.10414657666345227;0.0
100800;0.15911282545805208;0.0
104400;0.19864995178399228;0.0
108000;0.25458052073288334;0.0
111600;0.3008678881388621;0.0
115200;0.3056894889103182;0.0
118800;0.33461909353905495;0.000779423226812159
122400;0.3741562198649952;0.08417770849571317
126000;0.35969141755062684;0.21590023382696805
129600;0.33076181292189005;0.32034294621979736
133200;0.3809064609450338;0.38503507404520654
136800;0.4214079074252652;0.3842556508183944
140400;0.4416586306653809;0.3180046765393609
144000;0.4426229508196721;0.18316445830085737
147600;0.43490838958534234;0.05845674201091192
151200;0.46287367405978785;0.002338269680436477
154800;0.4831243972999036;0.000779423226812159
158400;0.4869816779170685;0.0
162000;0.49951783992285437;0.0
165600;0.44358727097396333;0.0
169200;0.437801350048216;0.0
172800;0.40405014464802314;0.0
176400;0.4136933461909354;0.0
180000;0.3702989392478303;0.0
183600;0.35294117647058826;0.0
187200;0.35776277724204436;0.0
190800;0.36451301832208294;0.0
194400;0.3162970106075217;0.0
198000;0.26325940212150434;0.0
201600;0.26422372227579555;0.0
205200;0.32690453230472516;0.000779423226812159
208800;0.3461909353905497;0.04988308651597818
212400;0.2815814850530376;0.16445830085736554
216000;0.32979749276759884;0.269680436477007
219600;0.39344262295081966;0.3156664068589244
223200;0.390549662487946;0.32657833203429465
226800;0.43587270973963355;0.2852689010132502
230400;0.502410800385728;0.16757599376461418
234000;0.5351976856316297;0.06625097427903351
237600;0.5486981677917069;0.002338269680436477
241200;0.5544840887174542;0.000779423226812159
244800;0.5371263259402121;0.0
248400;0.5766634522661523;0.0
252000;0.6133076181292189;0.0
255600;0.6258437801350049;0.0
259200;0.5949855351976856;0.0
262800;0.6210221793635486;0.0
266400;0.6412729026036644;0.0
270000;0.6403085824493732;0.0
273600;0.6113789778206364;0.0
277200;0.6046287367405979;0.0
280800;0.6152362584378014;0.0
284400;0.6084860173577628;0.0
288000;0.6162005785920925;0.0
291600;0.5998071359691417;0.000779423226812159
295200;0.5959498553519769;0.04988308651597818
298800;0.5824493731918997;0.13717848791894
302400;0.5785920925747348;0.19329696024941542
306000;0.5544840887174542;0.24318004676539362
309600;0.5361620057859209;0.25175370226032734
313200;0.5226615236258437;0.21745908028059235
316800;0.5188042430086789;0.14731098986749805
320400;0.5043394406943105;0.04988308651597818
324000;0.5197685631629702;0.001558846453624318
327600;0.4416586306653809;0.0
331200;0.3837994214079074;0.0
334800;0.3471552555448409;0.0
338400;0.2892960462873674;0.0
342000;0.2700096432015429;0.0
345600;0.20925747348119575;0.0
349200;0.18129218900675023;0.0
352800;0.1562198649951784;0.0
356400;0.16972034715525555;0.0
360000;0.14561234329797493;0.0
363600;0.11378977820636452;0.0
367200;0.09932497589199614;0.0
370800;0.07618129218900675;0.0
374400;0.09643201542912247;0.0
378000;0.08968177434908389;0.0
381600;0.08678881388621022;0.0740452065471551
385200;0.09161041465766634;0.19485580670303976
388800;0.08871745419479267;0.2992985190958691
392400;0.0935390549662488;0.34450506625097427
396000;0.0781099324975892;0.34996102883865937
399600;0.07521697203471553;0.31254871395167577
403200;0.07618129218900675;0.22915042868277474
406800;0.1051108968177435;0.09275136399064692
410400;0.15332690453230471;0.002338269680436477
414000;0.18418514946962392;0.000779423226812159
417600;0.19479267116682739;0.0
421200;0.1870781099324976;0.0
424800;0.17647058823529413;0.0
428400;0.15814850530376084;0.0
432000;0.12921890067502412;0.0
435600;0.10221793635486982;0.0
439200;0.07521697203471553;0.0
442800;0.03953712632594021;0.0
446400;0.017357762777242044;0.0
450000;0.021215043394406944;0.0
453600;0.08293153326904533;0.0
457200;0.23722275795564127;0.0
460800;0.32208293153326906;0.0
464400;0.3008678881388621;0.0
468000;0.32304725168756027;0.059236165237724084
471600;0.32208293153326906;0.151987529228371
475200;0.3326904532304725;0.23070927513639908
478800;0.35679845708775315;0.2665627435697584
482400;0.38958534233365477;0.2665627435697584
486000;0.390549662487946;0.22915042868277474
489600;0.3857280617164899;0.15276695245518315
493200;0.3857280617164899;0.05144193296960249
496800;0.3876567020250723;0.000779423226812159
500400;0.4156219864995178;0.0
504000;0.43297974927675986;0.0
507600;0.4021215043394407;0.0
511200;0.3828351012536162;0.0
514800;0.36354869816779173;0.0
518400;0.3394406943105111;0.0
522000;0.29122468659594986;0.0
525600;0.2381870781099325;0.0
529200;0.21504339440694312;0.0
532800;0.18900675024108005;0.0
536400;0.1600771456123433;0.0
540000;0.12343297974927676;0.0
543600;0.1253616200578592;0.0
547200;0.14657666345226616;0.0
550800;0.21697203471552556;0.0
554400;0.20443587270973965;0.0646921278254092
558000;0.17647058823529413;0.17614964925954793
561600;0.16586306653809066;0.2876071706936867
565200;0.14657666345226616;0.38113795791114574
568800;0.13211186113789777;0.4006235385814497
572400;0.13404050144648022;0.36165237724084176
576000;0.12150433944069432;0.2564302416212003
579600;0.10414657666345227;0.10288386593920498
583200;0.13886210221793635;0.002338269680436477
586800;0.1755062680810029;0.0
590400;0.16682738669238187;0.0
594000;0.1407907425265188;0.0
597600;0.12729026036644167;0.0
601200;0.09739633558341369;0.0
604800;0.08968177434908389;0.0
608400;0.09257473481195758;0.0
612000;0.0781099324975892;0.0
615600;0.06460945033751206;0.0
619200;0.07328833172613308;0.0
622800;0.07232401157184185;0.0
626400;0.07135969141755062;0.0
630000;0.06750241080038573;0.0
633600;0.05785920925747348;0.0
637200;0.03664416586306654;0.000779423226812159
640800;0.019286403085824494;0.08417770849571317
644400;0.01446480231436837;0.22915042868277474
648000;0.019286403085824494;0.3367108339828527
651600;0.06460945033751206;0.3858144972720187
655200;0.18611378977820636;0.37412314886983633
658800;0.3751205400192864;0.2992985190958691
662400;0.3780135004821601;0.17848791893998442
666000;0.3018322082931533;0.05533904910366329
669600;0.29893924783027964;0.001558846453624318
673200;0.3008678881388621;0.0
676800;0.3172613307618129;0.0
680400;0.4117647058823529;0.0
684000;0.42719382835101255;0.0
687600;0.5004821600771456;0.0
691200;0.5197685631629702;0.0
694800;0.49855351976856316;0.0
698400;0.4956605593056895;0.0
702000;0.4406943105110897;0.0
705600;0.4262295081967213;0.0
709200;0.36837029893924783;0.0
712800;0.4098360655737705;0.0
716400;0.4426229508196721;0.0
720000;0.4455159112825458;0.0
723600;0.4252651880424301;0.000779423226812159
727200;0.446480231436837;0.05144193296960249
730800;0.4185149469623915;0.15900233826968044
734400;0.40019286403085824;0.24863600935307872
738000;0.45805207328833175;0.3195635229929852
741600;0.4532304725168756;0.2915042868277475
745200;0.47155255544840885;0.2603273577552611
748800;0.5043394406943105;0.2034294621979735
752400;0.485053037608486;0.08106001558846454
756000;0.49083895853423337;0.003117692907248636
759600;0.4927675988428158;0.0
763200;0.5110896817743491;0.0
766800;0.5593056894889104;0.0
770400;0.5332690453230472;0.0
774000;0.49758919961427195;0.0
777600;0.5159112825458052;0.0
781200;0.4503375120540019;0.0
784800;0.4831243972999036;0.0
788400;0.5429122468659595;0.0
792000;0.5940212150433944;0.0
795600;0.5998071359691417;0.0
799200;0.5612343297974928;0.0
802800;0.4493731918997107;0.0
806400;0.45998071359691417;0.0
810000;0.476374156219865;0.0
813600;0.3751205400192864;0.060015588464536244
817200;0.39247830279652846;0.16289945440374123
820800;0.35872709739633557;0.23850350740452064
824400;0.3770491803278688;0.2657833203429462
828000;0.45515911282545807;0.2618862042088854
831600;0.46287367405978785;0.2190179267342167
835200;0.43972999035679844;0.14185502727981295
838800;0.437801350048216;0.04988308651597818
842400;0.5168756027000965;0.0
846000;0.5245901639344263;0.0
849600;0.5631629701060752;0.0
853200;0.5458052073288332;0.0
856800;0.5583413693346191;0.0
860400;0.5477338476374156;0.0
864000;0.5718418514946962;0.0
867600;0.5448408871745419;0.0
871200;0.5554484088717454;0.0
874800;0.5593056894889104;0.0
878400;0.570877531340405;0.0
882000;0.5650916104146577;0.0
885600;0.6075216972034716;0.0
889200;0.630665380906461;0.0
892800;0.6595949855351977;0.0
896400;0.6673095467695275;0.000779423226812159
900000;0.6432015429122468;0.03975058456742011
903600;0.6634522661523626;0.13016367887763056
907200;0.686595949855352;0.269680436477007
910800;0.6557377049180327;0.34528448947778645
914400;0.6403085824493732;0.36165237724084176
918000;0.6383799421407907;0.3133281371784879
921600;0.6422372227579557;0.2221356196414653
925200;0.6297010607521697;0.10522213561964147
928800;0.6027000964320154;0.003897116134060795
932400;0.5901639344262295;0.0
936000;0.5699132111861138;0.0
939600;0.5178399228543876;0.0
943200;0.46190935390549664;0.0
946800;0.4069431051108968;0.0
950400;0.3799421407907425;0.0
954000;0.32979749276759884;0.0
957600;0.25747348119575697;0.0
961200;0.17357762777242045;0.0
964800;0.1128254580520733;0.0
968400;0.08003857280617165;0.0
972000;0.07135969141755062;0.0
975600;0.04628736740597879;0.0
979200;0.026036644165863067;0.0
982800;0.040501446480231434;0.000779423226812159
986400;0.029893924783027964;0.10600155884645363
990000;0.037608486017357765;0.2860483242400624
993600;0.026036644165863067;0.4154325798908807
997200;0.01832208293153327;0.4715510522213562
1000800;0.015429122468659595;0.4731098986749805
1004400;0.01639344262295082;0.4193296960249415
1008000;0.020250723240115717;0.3055339049103663
1011600;0.03085824493731919;0.13717848791894
1015200;0.05014464802314368;0.005455962587685113
1018800;0.06364513018322084;0.0
1022400;0.09546769527483125;0.0
1026000;0.10993249758919961;0.0
1029600;0.10414657666345227;0.0
1033200;0.10993249758919961;0.0
1036800;0.0935390549662488;0.0
1040400;0.0935390549662488;0.0
1044000;0.09450337512054002;0.0
1047600;0.11186113789778207;0.0
1051200;0.11378977820636452;0.0
1054800;0.09932497589199614;0.0
1058400;0.08003857280617165;0.0
1062000;0.07714561234329798;0.0
1065600;0.05978784956605593;0.0
1069200;0.05014464802314368;0.0
1072800;0.05785920925747348;0.049103663289166016
1076400;0.055930568948891035;0.1730319563522993
1080000;0.04918032786885246;0.289166017147311
1083600;0.041465766634522665;0.36087295401402963
1087200;0.04339440694310511;0.3780202650038971
1090800;0.04918032786885246;0.33359314107560406
1094400;0.048216007714561235;0.23460639127045985
1098000;0.04628736740597879;0.09431021044427124
1101600;0.04725168756027001;0.005455962587685113
